"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3",435079,"Ian Kinsler","3","100.0","0.333","1.000","0.000","1.333","0.664","0.131","0.078","1","3","87.0","40.6","2350","91.7","90.85","0","3","0","-0.9","5.72","105","151","121","141","299","318","288"
"3",554430,"Zack Wheeler","3","100.0","0.000","0.000","0.000","0.000","0.000","0.059","0.066","0","3","88.8","-19.4","2211","89.5","89.10","0","3","0","-0.4","5.73","111","147","89","149","278","315","295"
"3",572228,"Luke Voit","3","100.0","0.667","0.000","0.667","0.667","0.583","0.507","0.580","2","3","97.0","5.6","2005","87.9","87.35","0","3","0","-0.5","5.81","116","158","132","148","321","332","289"
"3",456701,"Homer Bailey","3","100.0","0.667","0.000","0.667","0.667","0.583","0.529","0.567","2","3","79.8","-11.7","1977","84.9","84.98","0","3","0","0.1","6.13","124","152","115","153","288","315","269"
"3",543305,"Aaron Hicks","3","100.0","0.667","0.000","0.667","0.667","0.583","0.346","0.335","2","3","95.4","22.8","2351","87.0","87.20","0","3","0","0.2","6.24","98","153","120","149","312","322","279"
"3",664057,"Andrew Stevenson","3","100.0","1.000","0.333","1.000","1.333","0.995","0.760","0.539","3","3","79.9","17.1","2095","95.0","95.81","0","3","0","0.8","6.60","118","150","115","152","281","309","301"
"3",592767,"Drew Smyly","3","100.0","0.000","0.000","0.000","0.000","0.000","0.132","0.128","0","3","59.5","-13.7","2262","93.3","93.63","0","3","0","0.3","6.59","108","141","96","146","262","300","277"
"2",456051,"Hector Noesi","2","100.0","1.000","0.000","1.000","1.000","0.875","0.257","0.260","1","1","65.9","-21.7","2227","94.1","95.27","0","2","0","1.2","6.81","101","132","88","140","286","302","264"
"2",605156,"Aaron Brooks","2","100.0","0.000","0.000","0.000","0.000","0.000","0.116","0.142","0","2","85.6","-12.1","2268","86.3","86.45","0","2","0","0.2","6.26","132","150","118","150","283","287","266"
"2",571918,"Deven Marrero","2","100.0","0.000","0.000","0.000","0.000","0.000","0.475","0.511","0","2","92.7","4.9","2607","85.4","83.87","0","2","0","-1.5","5.21","113","157","113","144","314","322","302"
"2",543022,"Tyler Chatwood","2","100.0","0.000","0.000","0.000","0.000","0.000","0.025","0.052","0","2","91.1","24.1","1845","87.9","88.41","0","2","0","0.5","6.42","123","151","120","149","286","298","263"
"2",605446,"Dereck Rodriguez","2","100.0","0.500","0.000","0.500","0.500","0.438","0.179","0.192","1","2","92.8","-7.3","2234","90.3","89.71","0","2","0","-0.6","5.99","118","155","118","152","290","310","275"
"2",657571,"Caleb Ferguson","2","100.0","0.500","0.500","0.500","1.000","0.618","0.154","0.156","1","2","80.4","-39.6","2238","84.9","83.43","0","2","0","-1.5","5.49","114","153","121","151","274","297","275"
"2",607333,"Beau Taylor","2","100.0","0.000","0.000","0.000","0.000","0.000","0.435","0.477","0","2","91.5","5.8","2358","92.0","91.32","0","2","0","-0.7","5.79","124","158","114","154","300","326","294"
"2",657277,"Logan Webb","2","100.0","0.000","0.000","0.000","0.000","0.000","0.068","0.072","0","2","60.5","15.0","2164","91.4","91.45","0","2","0","0.1","6.17","67","115","68","130","271","291","256"
"2",606131,"Luis Perdomo","2","100.0","0.000","0.000","0.000","0.000","0.000","0.069","0.060","0","2","81.3","47.9","2241","84.9","83.78","0","2","0","-1.1","5.45","104","151","116","148","280","295","265"
"2",605200,"Zach Davies","2","100.0","0.500","0.000","0.500","0.500","0.438","0.338","0.366","1","2","90.4","3.1","2061","91.7","91.94","0","2","0","0.2","6.17","104","151","103","154","284","306","267"
"2",605131,"Austin Barnes","2","100.0","0.500","0.500","0.500","1.000","0.618","0.344","0.314","1","2","88.4","34.9","2516","87.9","87.52","0","2","0","-0.4","5.80","108","156","119","149","298","311","279"
"2",664119,"Austin Allen","2","100.0","0.500","0.500","0.500","1.000","0.618","0.630","0.355","1","2","92.9","39.7","2587","76.8","76.38","0","2","0","-0.4","6.12","126","163","142","152","281","322","307"
"2",519293,"Will Smith","2","100.0","1.000","0.000","1.000","1.000","0.875","0.778","0.852","1","1","65.2","4.5","2276","95.7","96.89","0","2","0","1.2","6.82","93","132","93","143","281","302","252"
"2",605135,"Chris Bassitt","2","100.0","0.000","0.000","0.000","0.000","0.000","0.065","0.075","0","1","62.0","-29.8","2076","82.1","81.77","0","2","0","-0.3","5.94","101","128","86","146","279","300","269"
"2",502042,"Chris Archer","2","100.0","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","2","82.9","-20.7","1873","86.6","87.28","0","2","0","0.7","6.53","125","148","97","150","271","272","259"
"2",506703,"Adrian Sanchez","2","100.0","0.500","0.000","0.500","0.500","0.438","0.082","0.091","1","2","80.1","-10.8","2027","84.3","84.18","0","2","0","-0.1","6.04","118","153","123","150","307","320","292"
"2",621381,"Matt Strahm","2","100.0","null","null","null","null","null","null","null","0","0","38.2","-22.6","2359","87.7","86.42","0","2","0","-1.3","5.44","84","126","67","140","277","288","244"
"2",606162,"Yefry Ramirez","2","100.0","0.000","0.000","0.000","0.000","0.000","0.172","0.180","0","2","98.6","26.8","2312","95.6","95.25","0","2","0","-0.4","6.01","115","150","118","150","289","292","254"
"2",663465,"Kolby Allard","2","100.0","0.000","0.000","0.000","0.000","0.000","0.059","0.051","0","2","77.1","53.9","2346","89.6","89.35","0","2","0","-0.3","5.98","117","154","104","152","284","296","290"
"2",519141,"Drew Pomeranz","2","100.0","0.000","0.000","0.000","0.000","0.000","0.065","0.075","0","2","82.9","-20.7","2029","85.2","86.00","0","2","0","0.8","6.54","114","151","126","152","296","305","277"
"2",571917,"Parker Markel","2","100.0","0.000","0.000","0.000","0.000","0.000","0.083","0.088","0","2","77.0","-44.8","2150","88.8","88.63","0","2","0","-0.2","5.95","114","149","116","145","301","308","272"
"2",665120,"Jared Walsh","2","100.0","0.500","0.000","0.500","0.500","0.438","0.671","0.464","1","2","102.3","30.4","1938","87.4","86.69","0","2","0","-0.7","5.75","131","170","146","152","292","316","299"
"2",457803,"Jay Bruce","2","100.0","0.000","0.000","0.000","0.000","0.000","0.230","0.250","0","2","92.9","-9.6","2507","87.5","87.61","0","2","0","0.1","6.24","128","168","128","154","297","341","312"
"2",607536,"Kyle Freeland","2","100.0","0.000","0.000","0.000","0.000","0.000","0.225","0.195","0","1","64.9","-21.4","2083","89.8","90.09","0","2","0","0.3","6.06","82","133","67","141","264","307","293"
"1",453172,"Jared Hughes","1","100.0","0.000","0.000","0.000","0.000","0.000","0.000","0.002","0","1","80.0","69.0","1986","89.4","88.94","0","1","0","-0.5","5.59","128","152","120","152","280","305","277"
"1",467100,"Ivan Nova","1","100.0","0.000","0.000","0.000","0.000","0.000","0.577","0.648","0","1","63.9","20.5","2151","83.3","82.63","0","1","0","-0.7","5.99","123","154","119","149","288","304","248"
"1",572362,"Robbie Erlin","1","100.0","0.000","0.000","0.000","0.000","0.000","0.117","0.122","0","1","79.2","-56.4","2194","93.4","93.29","0","1","0","-0.1","6.04","115","152","117","150","286","309","263"
"1",656222,"Jalen Beeks","1","100.0","0.000","0.000","0.000","0.000","0.000","0.068","0.095","0","1","93.9","-32.3","2026","94.3","94.41","0","1","0","0.1","6.19","87","150","113","152","266","302","292"
"1",607219,"Sal Romano","1","100.0","0.000","0.000","0.000","0.000","0.000","0.152","0.122","0","1","62.5","-53.8","1480","81.1","81.20","0","1","0","0.1","6.29","125","145","122","142","268","312","285"
"1",656546,"Jeff Hoffman","1","100.0","1.000","0.000","1.000","1.000","0.875","0.309","0.232","1","1","31.1","28.9","2515","81.7","81.65","0","1","0","-0.1","6.03","123","151","114","152","292","309","281"
"1",519144,"Rick Porcello","1","100.0","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","1","41.0","-39.0","1985","86.2","86.45","0","1","0","0.2","6.08","78","123","58","133","297","310","289"
"1",608339,"Zach Green","1","100.0","0.000","0.000","0.000","0.000","0.000","0.048","0.040","0","1","101.4","46.8","1548","83.2","82.94","0","1","0","-0.3","6.03","86","155","127","149","304","331","292"
"1",553878,"Felipe Vazquez","1","100.0","0.000","0.000","0.000","0.000","0.000","0.046","0.060","0","1","72.9","-36.2","2471","96.5","95.75","0","1","0","-0.8","5.97","87","152","105","143","258","291","296"
"1",658792,"Aaron Wilkerson","1","100.0","0.000","0.000","0.000","0.000","0.000","0.048","0.048","0","1","78.9","-35.8","1788","92.3","94.24","0","1","0","1.9","6.96","128","151","123","151","287","294","262"
"1",620446,"Richard Urena","1","100.0","0.000","0.000","0.000","0.000","0.000","0.357","0.400","0","1","88.5","4.3","null","83.5","82.73","0","1","0","-0.8","5.61","122","175","157","153","290","313","293"
"1",668683,"Jeremy Walker","1","100.0","0.000","0.000","0.000","0.000","0.000","0.056","0.062","0","1","71.3","-12.0","null","78.9","78.14","0","1","0","-0.8","5.63","115","149","116","153","292","306","273"
"1",664874,"Seby Zavala","1","100.0","0.000","0.000","0.000","0.000","0.000","0.766","0.818","0","1","85.0","13.5","2721","80.0","78.93","0","1","0","-1.1","6.13","111","156","122","150","293","314","277"
"1",641312,"Shaun Anderson","1","100.0","0.000","0.000","0.000","0.000","0.000","0.089","0.057","0","1","89.6","-27.8","2365","92.5","91.63","0","1","0","-0.9","5.35","91","126","83","121","287","312","286"
"1",571670,"Dylan Floro","1","100.0","0.000","0.000","0.000","0.000","0.000","0.065","0.075","0","1","82.9","-20.7","2103","87.6","85.69","0","1","0","-1.9","4.89","119","141","108","139","289","315","305"
"1",622786,"Jesus Tinoco","1","100.0","1.000","0.000","1.000","1.000","0.875","0.226","0.255","1","1","106.0","-16.7","2350","93.6","94.27","0","1","0","0.7","6.21","122","152","120","152","300","310","283"
"1",622772,"Jimmy Cordero","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2192","89.3","88.63","0","1","0","-0.7","5.59","57","104","82","129","293","298","252"
"1",592660,"Rangel Ravelo","1","100.0","0.000","0.000","0.000","0.000","0.000","0.178","0.205","0","1","96.8","-12.8","2434","97.4","97.55","0","1","0","0.1","6.36","114","142","109","146","306","326","285"
"1",669270,"Joel Kuhnel","1","100.0","0.000","0.000","0.000","0.000","0.000","0.063","0.060","0","1","74.8","-13.6","2166","90.1","90.66","0","1","0","0.6","6.53","123","146","111","149","265","287","245"
"1",607231,"John Gant","1","100.0","0.000","0.000","0.000","0.000","0.000","0.093","0.068","0","1","90.3","32.7","2138","89.6","89.14","0","1","0","-0.5","5.96","121","152","115","152","308","289","265"
"1",664199,"Taylor Clarke","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2280","94.5","93.66","0","1","0","-0.8","5.91","81","126","72","143","293","297","243"
"1",501381,"Michael Pineda","1","100.0","0.000","0.000","0.000","0.000","0.000","0.351","0.375","0","1","86.0","5.9","2222","93.3","92.31","0","1","0","-1.0","5.79","117","151","109","153","294","307","270"
"1",602922,"Jose Rondon","1","100.0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","85.8","79.3","1839","92.9","91.99","0","1","0","-0.9","5.76","118","146","114","145","307","321","281"
"1",660761,"Jose Suarez","1","100.0","0.000","0.000","0.000","0.000","0.000","0.053","0.075","0","1","83.1","-46.8","2282","86.8","87.55","0","1","0","0.8","6.18","127","148","120","143","287","289","252"
"1",669214,"Conner Menez","1","100.0","0.000","0.000","0.000","0.000","0.000","0.065","0.075","0","1","82.9","-20.7","1597","84.5","84.48","0","1","0","0.0","5.94","132","152","113","151","262","317","277"
"1",650644,"Aaron Civale","1","100.0","0.000","0.000","0.000","0.000","0.000","0.197","0.228","0","1","76.3","-63.2","2112","97.5","98.11","0","1","0","0.6","6.42","124","151","108","149","285","293","268"
"1",657061,"Cole Tucker","1","100.0","0.000","0.000","0.000","0.000","0.000","0.109","0.119","0","1","73.0","-47.3","2339","96.5","97.33","0","1","0","0.8","6.28","88","146","109","148","290","323","296"
"1",592612,"Josh Osich","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2216","88.4","87.66","0","1","0","-0.7","5.55","83","116","77","140","265","300","295"
"1",458708,"Josh Tomlin","1","100.0","0.000","0.000","0.000","0.000","0.000","0.020","0.028","0","1","81.6","50.9","2843","82.7","81.26","0","1","0","-1.4","5.12","124","153","111","150","291","294","263"
"1",448855,"Junior Guerra","1","100.0","1.000","0.000","1.000","1.000","0.875","0.106","0.136","1","1","75.0","6.1","2050","90.8","89.90","0","1","0","-0.9","5.61","121","151","100","151","305","313","282"
"1",543118,"Oliver Drake","1","100.0","1.000","0.000","1.000","1.000","0.875","0.317","0.360","1","1","96.2","-1.1","2334","95.1","93.74","0","1","0","-1.4","5.85","127","154","116","151","279","292","262"
"1",527049,"Cesar Puello","1","100.0","1.000","0.000","1.000","1.000","0.875","0.413","0.430","1","1","84.4","8.8","2077","86.3","85.70","0","1","0","-0.6","6.09","116","154","107","146","311","326","290"
"1",641627,"Trevor Gott","1","100.0","0.000","0.000","0.000","0.000","0.000","0.576","0.588","0","1","90.0","18.3","2258","90.5","91.75","0","1","0","1.2","6.76","118","150","107","151","286","304","262"
"1",282332,"CC Sabathia","1","100.0","0.000","0.000","0.000","0.000","0.000","0.493","0.475","0","1","96.8","16.6","2352","92.8","93.37","0","1","0","0.6","6.26","124","154","114","153","293","303","304"
"1",608334,"Carson Fulmer","1","100.0","0.000","0.000","0.000","0.000","0.000","0.335","0.402","0","1","102.8","-2.3","1938","80.4","78.43","0","1","0","-2.0","4.83","122","155","118","149","261","278","259"
"1",608384,"Nick Williams","1","100.0","0.000","0.000","0.000","0.000","0.000","0.887","0.890","0","1","105.8","12.4","2432","96.9","97.14","0","1","0","0.2","6.25","88","151","106","156","292","337","303"
"1",592122,"Tyler Austin","1","100.0","0.000","0.000","0.000","0.000","0.000","0.055","0.035","0","1","87.0","33.4","2321","86.6","87.10","0","1","0","0.5","6.19","86","155","121","150","304","326","289"
"1",595881,"Tyler Beede","1","100.0","0.000","0.000","0.000","0.000","0.000","0.003","0.002","0","1","83.1","72.2","2004","89.8","89.42","0","1","0","-0.4","5.88","87","142","109","145","290","308","266"
"1",502043,"Kyle Gibson","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","1625","78.3","77.82","0","1","0","-0.5","5.95","82","134","67","140","302","296","258"
"1",594986,"Kyle Ryan","1","100.0","0.000","0.000","0.000","0.000","0.000","0.565","0.572","0","1","91.1","18.2","null","null","null","0","1","0","null","null","131","174","124","150","272","306","295"
"1",605244,"Aramis Garcia","1","100.0","0.000","0.000","0.000","0.000","0.000","0.020","0.038","0","1","66.1","-23.7","1920","92.5","92.29","0","1","0","-0.2","5.90","119","146","127","151","295","326","300"
"1",622608,"Antonio Senzatela","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2192","82.0","80.12","0","1","0","-1.9","4.93","82","117","55","137","301","324","270"
"1",543135,"Nathan Eovaldi","1","100.0","0.000","0.000","0.000","0.000","0.000","0.121","0.132","0","1","29.8","-2.0","2381","95.1","94.34","0","1","0","-0.8","5.75","67","124","63","119","237","278","262"
"1",657566,"Montana DuRapau","1","100.0","1.000","0.000","1.000","1.000","0.875","0.222","0.232","1","1","93.9","-10.4","1974","93.7","93.86","0","1","0","0.2","6.30","129","149","121","151","268","267","251"
"1",542882,"Matt Andriese","1","100.0","0.000","0.000","0.000","0.000","0.000","0.102","0.140","0","1","75.4","0.3","2119","92.9","93.04","0","1","0","0.1","6.21","126","161","120","153","296","303","273"
"1",621199,"Matt Bowman","1","100.0","0.000","0.000","0.000","0.000","0.000","0.321","0.340","0","1","102.1","-3.1","2147","88.7","89.29","0","1","0","0.6","6.56","121","146","109","146","265","285","239"
"1",592680,"Yadiel Rivera","1","100.0","0.000","0.000","0.000","0.000","0.000","0.017","0.022","0","1","88.3","35.9","2031","83.5","84.05","0","1","0","0.6","6.48","114","153","125","148","306","320","276"
"1",656577,"Alex Jackson","1","100.0","0.000","0.000","0.000","0.000","0.000","0.520","0.518","0","1","80.5","23.3","2316","92.8","94.09","0","1","0","1.3","6.89","121","152","115","147","282","291","292"
"1",647336,"Mike Soroka","1","100.0","0.000","0.000","0.000","0.000","0.000","0.836","0.930","0","1","70.7","19.8","2178","88.4","88.35","0","1","0","0.0","6.13","120","154","109","150","293","299","236"
"1",554340,"Yimi Garcia","1","100.0","0.000","0.000","0.000","0.000","0.000","0.065","0.075","0","1","82.9","-20.7","1836","74.1","72.01","0","1","0","-2.1","4.64","104","139","117","144","300","313","273"
"1",592644,"Adam Plutko","1","100.0","0.000","0.000","0.000","0.000","0.000","0.126","0.155","0","1","95.0","-20.3","2200","89.5","88.47","0","1","0","-1.0","5.52","126","150","113","148","277","285","254"
"1",606273,"Roenis Elias","1","100.0","0.000","0.000","0.000","0.000","0.000","0.045","0.050","0","1","73.9","-37.8","2047","93.3","92.91","0","1","0","-0.4","6.00","118","150","122","152","252","290","290"
"1",446321,"Ross Detwiler","1","100.0","0.000","0.000","0.000","0.000","0.000","0.196","0.228","0","1","98.0","-13.7","2370","92.9","94.03","0","1","0","1.1","6.98","118","155","117","152","296","303","251"
