"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"15",643603,"Tyler White","15","100.0","0.000","0.000","0.000","0.000","0.000","0.136","0.131","0","15","84.3","5.9","2178","87.1","86.68","0","15","0","-0.4","5.86","112","153","120","148","304","320","296"
"15",624513,"Dom Nunez","15","100.0","0.286","0.357","0.214","0.643","0.356","0.337","0.265","4","14","88.3","28.4","2181","91.8","91.97","0","15","0","0.2","6.06","116","157","124","153","305","337","309"
"15",641477,"Ryan Cordell","15","100.0","0.200","0.267","0.143","0.467","0.274","0.248","0.199","3","15","87.1","21.4","2173","85.5","85.12","0","15","0","-0.4","5.89","102","148","113","145","300","323","284"
"14",596748,"Maikel Franco","14","100.0","0.286","0.071","0.286","0.357","0.276","0.201","0.204","4","14","85.5","17.3","2209","88.9","88.31","0","14","0","-0.6","5.88","108","151","117","146","300","328","296"
"14",500874,"Jose Martinez","14","100.0","0.214","0.000","0.214","0.214","0.188","0.260","0.245","3","14","84.8","11.2","2360","86.0","85.67","0","14","0","-0.3","6.04","108","150","120","148","310","328","298"
"14",543543,"Brad Miller","14","100.0","0.286","0.286","0.231","0.571","0.352","0.394","0.322","4","14","93.3","23.0","2305","91.4","90.63","0","14","0","-0.8","5.83","110","151","116","153","291","323","298"
"14",429664,"Robinson Cano","14","100.0","0.643","0.500","0.615","1.143","0.745","0.568","0.536","9","14","91.3","14.2","2417","88.1","87.72","0","14","0","-0.4","5.90","111","148","135","151","297","329","304"
"13",572863,"Dustin Garneau","13","100.0","0.385","0.385","0.333","0.769","0.478","0.417","0.350","5","13","90.5","30.0","2144","88.1","88.21","0","13","0","0.1","6.15","113","151","110","145","294","323","297"
"13",656541,"Sam Hilliard","13","100.0","0.385","0.615","0.273","1.000","0.561","0.380","0.318","5","13","85.8","1.4","2322","87.5","87.64","0","13","0","0.1","5.88","124","149","128","153","311","346","322"
"13",621532,"Anthony Bemboom","13","100.0","0.231","0.231","0.167","0.462","0.288","0.323","0.284","3","13","85.0","19.1","2248","89.4","88.69","0","13","0","-0.7","5.75","112","142","113","145","285","318","298"
"13",605486,"Cory Spangenberg","13","100.0","0.385","0.154","0.385","0.538","0.391","0.379","0.361","5","13","85.4","4.3","2184","89.0","89.09","0","13","0","0.1","6.25","114","145","100","152","291","315","294"
"13",621512,"Tomas Nido","13","100.0","0.154","0.154","0.154","0.308","0.190","0.139","0.131","2","13","85.0","17.0","2218","86.4","86.22","0","13","0","-0.2","5.96","107","153","120","146","306","326","289"
"13",489149,"Logan Morrison","13","100.0","0.308","0.308","0.250","0.615","0.381","0.365","0.328","4","13","89.4","17.4","2193","89.4","89.24","0","13","0","-0.2","6.17","113","161","137","155","290","322","298"
"13",621458,"Edwin Rios","13","100.0","0.462","0.538","0.364","1.000","0.604","0.499","0.385","6","13","91.4","3.7","2272","88.7","87.60","0","13","0","-1.1","5.61","116","160","137","152","304","327","297"
"12",570267,"Domingo Santana","12","100.0","0.167","0.000","0.167","0.167","0.146","0.266","0.261","2","12","87.8","14.0","2353","85.4","84.83","0","12","0","-0.6","5.85","106","154","122","148","302","325","289"
"12",571927,"Steven Matz","12","100.0","0.364","0.000","0.364","0.364","0.318","0.413","0.400","4","11","80.6","8.4","2130","85.1","84.71","0","12","0","-0.4","6.09","112","151","111","148","295","310","270"
"12",644374,"Yu Chang","12","100.0","0.417","0.167","0.417","0.583","0.421","0.498","0.378","5","12","90.9","0.1","2194","87.5","87.24","0","12","0","-0.3","6.04","105","151","121","148","300","325","287"
"12",595284,"Andrew Knapp","12","100.0","0.417","0.083","0.417","0.500","0.394","0.333","0.326","5","12","92.5","27.2","2175","91.3","90.60","0","12","0","-0.7","5.86","114","151","116","150","291","323","297"
"12",446481,"Sean Rodriguez","12","100.0","0.250","0.333","0.182","0.583","0.338","0.360","0.307","3","12","77.9","-2.4","2089","87.2","87.05","0","12","0","-0.2","6.10","110","151","113","146","294","326","290"
"12",592200,"Curt Casali","12","100.0","0.273","0.364","0.182","0.636","0.342","0.429","0.354","3","11","89.2","22.9","2194","91.3","90.32","0","12","0","-1.0","5.69","112","150","119","147","308","322","289"
"12",621573,"Austin Dean","12","100.0","0.250","0.250","0.182","0.500","0.312","0.433","0.389","3","12","91.9","6.6","2253","89.6","89.27","0","12","0","-0.3","6.09","107","153","116","146","311","310","279"
"12",621453,"Steven Duggar","12","100.0","0.250","0.083","0.250","0.333","0.249","0.298","0.297","3","12","86.3","22.1","2174","86.9","86.76","0","12","0","-0.1","5.77","125","151","111","155","296","332","317"
"11",608331,"Max Fried","11","100.0","0.400","0.200","0.400","0.600","0.422","0.291","0.280","4","10","78.0","-17.4","2262","91.3","91.30","0","11","0","0.0","6.03","114","145","105","145","268","305","290"
"11",500779,"Jose Quintana","11","100.0","0.333","0.167","0.333","0.500","0.352","0.284","0.307","2","6","62.9","-17.2","2178","87.3","87.00","0","11","0","-0.3","5.97","91","141","94","143","293","299","259"
"11",571578,"Patrick Corbin","11","100.0","0.091","0.091","0.091","0.182","0.112","0.218","0.214","1","11","83.5","-2.1","2220","93.0","92.70","0","11","0","-0.3","6.06","112","148","97","148","280","313","289"
"10",518618,"Derek Dietrich","10","100.0","0.100","0.100","0.100","0.200","0.124","0.252","0.192","1","10","81.3","35.8","2264","91.3","91.13","0","10","0","-0.2","6.10","120","151","123","153","301","325","304"
"10",571437,"Aaron Altherr","10","100.0","0.200","0.100","0.200","0.300","0.211","0.234","0.231","2","10","89.3","25.0","2468","86.9","86.14","0","10","0","-0.8","5.72","108","153","119","148","301","324","291"
"10",656427,"Jack Flaherty","10","100.0","0.286","0.000","0.250","0.286","0.219","0.312","0.365","2","7","74.5","-5.8","2278","90.2","90.24","0","10","0","0.0","6.16","106","141","103","142","297","306","280"
"10",576397,"Jedd Gyorko","10","100.0","0.300","0.100","0.300","0.400","0.299","0.365","0.355","3","10","83.5","23.5","2126","86.6","86.20","0","10","0","-0.4","5.90","108","154","119","146","308","328","298"
"10",600869,"Jeimer Candelario","10","100.0","0.000","0.000","0.000","0.000","0.000","0.145","0.124","0","10","82.2","5.0","2275","94.0","93.80","0","10","0","-0.2","6.13","112","149","107","150","281","318","301"
"10",543243,"Sonny Gray","10","100.0","0.200","0.000","0.200","0.200","0.175","0.187","0.213","1","5","62.5","-19.8","2055","86.7","86.40","0","10","0","-0.3","6.02","92","135","96","142","286","298","256"
"9",656669,"Jordan Luplow","9","100.0","0.444","0.222","0.444","0.667","0.469","0.428","0.393","4","9","88.0","4.6","2209","89.1","88.66","0","9","0","-0.4","5.87","109","152","116","145","293","320","287"
"9",477132,"Clayton Kershaw","9","100.0","0.286","0.143","0.286","0.429","0.301","0.276","0.287","2","7","75.1","8.1","2230","89.0","88.80","0","9","0","-0.2","6.00","108","146","101","149","285","303","287"
"9",621020,"Dansby Swanson","9","100.0","0.222","0.111","0.222","0.333","0.234","0.502","0.454","2","9","91.8","23.7","2160","89.2","88.47","0","9","0","-0.7","5.68","104","152","106","145","310","325","294"
"9",544931,"Stephen Strasburg","9","100.0","0.429","0.000","0.429","0.429","0.375","0.410","0.449","3","7","75.8","-7.0","2340","88.9","88.73","0","9","0","-0.2","6.00","101","140","104","141","287","300","274"
"9",643289,"Mauricio Dubon","9","100.0","0.222","0.000","0.222","0.222","0.194","0.261","0.268","2","9","85.2","14.9","2055","88.0","88.20","0","9","0","0.2","6.21","98","145","111","143","303","323","292"
"8",664247,"Kyle Garlick","8","100.0","0.500","0.625","0.429","1.125","0.667","0.570","0.401","4","8","94.0","22.6","2348","88.5","87.34","0","8","0","-1.2","5.58","108","154","114","146","310","330","291"
"8",545121,"Ildemaro Vargas","8","100.0","0.250","0.000","0.250","0.250","0.219","0.228","0.235","2","8","85.6","26.0","2365","91.8","91.12","0","8","0","-0.7","5.91","116","157","113","145","292","321","300"
"8",608566,"German Marquez","8","100.0","0.500","0.333","0.500","0.833","0.558","0.442","0.464","3","6","72.9","-7.9","2338","87.2","86.75","0","8","0","-0.5","5.87","109","145","108","148","296","315","278"
"8",465041,"Francisco Cervelli","8","100.0","0.750","0.750","0.750","1.500","0.922","0.582","0.486","6","8","93.7","14.6","2295","92.2","92.61","0","8","0","0.4","6.36","106","151","114","145","301","324","290"
"8",668800,"Andrew Knizner","8","100.0","0.375","0.000","0.375","0.375","0.328","0.294","0.288","3","8","93.7","12.5","2396","92.1","92.12","0","8","0","0.0","6.11","102","152","120","146","311","324","293"
"8",668678,"Zac Gallen","8","100.0","0.200","0.000","0.200","0.200","0.175","0.232","0.242","1","5","68.0","-26.0","2273","90.0","89.60","0","8","0","-0.4","5.96","101","142","92","145","294","310","275"
"8",657434,"Brian O'Grady","8","100.0","0.125","0.000","0.125","0.125","0.109","0.232","0.229","1","8","87.5","27.5","1881","86.3","86.24","0","8","0","-0.1","6.02","122","145","128","157","288","320","294"
"8",543309,"Kyle Higashioka","8","100.0","0.625","1.000","0.500","1.625","0.916","0.687","0.539","5","8","93.4","15.2","2259","84.5","83.55","0","8","0","-1.0","5.63","109","153","121","149","302","319","285"
"8",643230,"Steven Brault","8","100.0","0.143","0.000","0.143","0.143","0.125","0.287","0.275","1","7","82.4","-1.1","2264","87.7","86.95","0","8","0","-0.8","5.72","120","151","109","152","274","311","295"
"8",434658,"Rajai Davis","8","100.0","0.125","0.125","0.125","0.250","0.154","0.387","0.413","1","8","83.2","6.1","2157","84.3","84.24","0","8","0","-0.1","6.25","96","145","107","141","295","309","287"
"8",657077,"Alex Verdugo","8","100.0","0.375","0.125","0.375","0.500","0.373","0.338","0.365","3","8","87.2","8.3","2024","89.0","89.27","0","8","0","0.3","6.21","123","149","112","154","295","321","307"
"8",605397,"Joe Musgrove","8","100.0","0.143","0.000","0.143","0.143","0.124","0.185","0.149","1","7","74.3","8.5","2235","84.0","83.86","0","8","0","-0.1","5.93","101","140","92","145","295","307","275"
"8",452657,"Jon Lester","8","100.0","0.125","0.000","0.125","0.125","0.109","0.306","0.282","1","8","81.7","5.6","2127","92.3","92.64","0","8","0","0.3","6.24","125","151","117","150","281","308","293"
"8",594798,"Jacob deGrom","8","100.0","0.500","0.375","0.429","0.875","0.577","0.390","0.347","4","8","84.9","15.0","2248","88.4","88.05","0","8","0","-0.4","6.12","117","149","101","151","278","313","299"
"7",572008,"Chris Owings","7","100.0","0.143","0.143","0.143","0.286","0.176","0.465","0.375","1","7","86.4","18.4","2069","92.1","92.00","0","7","0","-0.1","6.07","106","150","107","143","291","327","296"
"7",547943,"Hyun-Jin Ryu","7","100.0","0.400","0.000","0.400","0.400","0.350","0.358","0.396","2","5","74.4","-6.3","2328","85.3","84.50","0","7","0","-0.8","5.54","101","146","106","146","295","305","269"
"7",455104,"Chris Iannetta","7","100.0","0.429","0.143","0.429","0.571","0.426","0.391","0.395","3","7","97.5","5.3","2057","88.7","88.85","0","7","0","0.2","6.18","112","152","120","148","307","335","301"
"7",664062,"Tony Gonsolin","7","100.0","0.333","0.000","0.333","0.333","0.292","0.272","0.293","2","6","77.5","5.5","2284","89.3","90.08","0","7","0","0.8","6.44","109","149","108","148","289","303","269"
"7",642731,"Thairo Estrada","7","100.0","0.000","0.000","0.000","0.000","0.000","0.284","0.265","0","7","79.0","-3.8","2313","86.0","85.75","0","7","0","-0.2","5.98","103","153","116","151","301","311","272"
"7",628317,"Kenta Maeda","7","100.0","0.400","0.000","0.400","0.400","0.350","0.309","0.340","2","5","69.4","-0.7","2052","87.5","87.29","0","7","0","-0.2","6.00","94","138","91","143","283","298","273"
"7",607200,"Erick Fedde","7","100.0","0.200","0.000","0.200","0.200","0.175","0.281","0.292","1","5","69.9","-11.4","2199","91.0","90.76","0","7","0","-0.2","5.97","100","146","101","147","297","308","266"
"7",659275,"Dinelson Lamet","7","100.0","0.200","0.000","0.200","0.200","0.175","0.259","0.296","1","5","56.1","-9.5","2241","92.2","92.12","0","7","0","-0.1","6.24","88","141","98","142","285","304","267"
"7",592826,"Vince Velasquez","7","100.0","0.400","0.000","0.400","0.400","0.349","0.274","0.296","2","5","62.7","-23.9","2355","84.5","83.94","0","7","0","-0.6","5.95","101","143","108","148","302","319","280"
"7",575929,"Willson Contreras","7","100.0","0.143","0.000","0.143","0.143","0.125","0.405","0.362","1","7","94.7","8.4","2244","87.8","87.55","0","7","0","-0.3","5.90","105","151","107","143","305","325","296"
"6",657141,"Jordan Yamamoto","6","100.0","0.000","0.000","0.000","0.000","0.000","0.180","0.194","0","5","75.1","-24.2","2141","93.0","92.42","0","6","0","-0.6","5.87","106","146","107","145","299","309","273"
"6",514913,"Ruben Tejada","6","100.0","0.000","0.000","0.000","0.000","0.000","0.127","0.137","0","6","80.4","12.8","2157","89.6","89.17","0","6","0","-0.4","5.89","115","154","109","146","306","323","296"
"6",608686,"Jack Mayfield","6","100.0","0.167","0.167","0.167","0.333","0.206","0.241","0.239","1","6","92.5","23.6","2460","89.8","88.97","0","6","0","-0.8","5.92","101","150","119","146","288","328","290"
"6",425794,"Adam Wainwright","6","100.0","0.200","0.000","0.200","0.200","0.175","0.160","0.178","1","5","77.6","35.0","2163","92.9","92.27","0","6","0","-0.6","5.92","108","146","108","143","290","303","284"
"6",605288,"Adrian Houser","6","100.0","0.250","0.250","0.250","0.500","0.309","0.307","0.296","1","4","75.1","-14.6","2181","85.6","85.71","0","6","0","0.1","6.26","109","142","99","144","286","303","270"
"6",622072,"Alex Wood","6","100.0","0.500","0.000","0.500","0.500","0.438","0.377","0.377","2","4","66.7","-14.1","2151","91.1","91.32","0","6","0","0.2","6.20","99","134","98","146","291","303","265"
"6",573186,"Marcus Stroman","6","100.0","0.250","0.000","0.250","0.250","0.219","0.241","0.269","1","4","60.6","-19.0","2559","86.8","85.98","0","6","0","-0.8","5.58","98","139","91","145","290","304","270"
"6",664702,"Myles Straw","6","100.0","0.000","0.000","0.000","0.000","0.000","0.264","0.312","0","6","80.2","18.9","2131","88.2","86.91","0","6","0","-1.3","5.53","106","150","114","147","303","316","279"
"6",434671,"Anibal Sanchez","6","100.0","0.500","0.000","0.500","0.500","0.438","0.468","0.551","2","4","61.7","-16.7","2303","87.0","87.52","0","6","0","0.5","6.44","101","136","100","150","278","296","265"
"6",595956,"Cam Gallagher","6","100.0","0.333","0.500","0.200","0.833","0.478","0.185","0.165","2","6","88.4","2.6","2208","87.1","86.73","0","6","0","-0.4","5.86","114","153","124","147","297","323","278"
"6",543768,"Travis Shaw","6","100.0","0.500","0.000","0.500","0.500","0.438","0.414","0.412","3","6","91.7","21.5","2355","91.9","91.49","0","6","0","-0.4","5.85","125","146","120","155","292","326","301"
"6",527054,"Julio Teheran","6","100.0","0.000","0.000","0.000","0.000","0.000","0.013","0.019","0","3","65.7","9.8","2282","91.4","90.87","0","6","0","-0.5","5.83","97","135","91","141","296","306","271"
"6",543475,"Jordan Lyles","6","100.0","0.167","0.000","0.167","0.167","0.146","0.232","0.253","1","6","80.5","1.5","2297","89.6","89.65","0","6","0","0.1","6.08","118","148","113","149","289","301","266"
"6",592351,"Jon Gray","6","100.0","0.000","0.000","0.000","0.000","0.000","0.225","0.224","0","6","75.4","19.2","2439","92.8","92.75","0","6","0","-0.1","6.04","98","147","108","145","296","317","283"
"6",605452,"Joe Ross","6","100.0","0.000","0.000","0.000","0.000","0.000","0.068","0.065","0","6","73.0","7.1","2205","88.8","88.96","0","6","0","0.2","6.22","101","143","107","149","291","313","276"
"6",668227,"Randy Arozarena","6","100.0","0.333","0.000","0.333","0.333","0.292","0.361","0.382","2","6","90.4","13.5","2242","89.4","89.17","0","6","0","-0.2","5.91","113","145","111","135","291","314","288"
"6",669160,"Dustin May","6","100.0","0.167","0.000","0.167","0.167","0.146","0.125","0.121","1","6","80.6","-18.3","2308","89.2","88.94","0","6","0","-0.3","5.98","118","151","114","151","288","300","269"
"5",506433,"Yu Darvish","5","100.0","0.250","0.000","0.250","0.250","0.219","0.263","0.293","1","4","82.0","-15.6","2333","87.2","87.36","0","5","0","0.2","6.34","103","140","102","144","286","311","274"
"5",642607,"Dario Agrazal","5","100.0","0.000","0.000","0.000","0.000","0.000","0.281","0.403","0","3","68.5","-0.9","2254","92.9","93.17","0","5","0","0.3","6.09","95","130","84","127","302","296","268"
"5",664192,"Joey Lucchesi","5","100.0","0.333","0.000","0.333","0.333","0.292","0.215","0.231","1","3","56.6","-20.2","2475","88.3","88.13","0","5","0","-0.2","6.16","91","128","80","132","264","296","273"
"5",571945,"Miles Mikolas","5","100.0","0.000","0.000","0.000","0.000","0.000","0.154","0.188","0","5","81.3","29.5","2209","90.7","90.77","0","5","0","0.1","6.21","125","152","118","150","295","309","273"
"5",592866,"Trevor Williams","5","100.0","0.000","0.000","0.000","0.000","0.000","0.129","0.100","0","2","58.2","-29.8","2198","88.9","88.80","0","5","0","-0.1","6.02","101","137","90","139","297","305","273"
"5",592761,"Caleb Smith","5","100.0","0.600","0.400","0.600","1.000","0.669","0.471","0.432","3","5","86.0","-0.5","2359","89.5","89.44","0","5","0","-0.1","6.08","106","148","108","145","299","312","274"
"5",543294,"Kyle Hendricks","5","100.0","0.500","0.000","0.500","0.500","0.438","0.427","0.461","2","4","81.5","3.7","2359","90.3","90.61","0","5","0","0.3","6.25","111","144","106","147","286","307","278"
"5",518876,"Merrill Kelly","5","100.0","0.000","0.000","0.000","0.000","0.000","0.045","0.046","0","4","57.1","-27.5","2201","89.6","89.77","0","5","0","0.2","6.33","91","138","85","138","290","303","272"
"5",605361,"Nick Martini","5","100.0","0.600","0.600","0.500","1.200","0.749","0.459","0.463","3","5","94.0","8.6","2326","83.9","84.22","0","5","0","0.3","6.28","125","149","114","156","284","318","304"
"5",622491,"Luis Castillo","5","100.0","0.500","0.000","0.500","0.500","0.438","0.477","0.510","2","4","66.7","4.8","2311","87.5","86.59","0","5","0","-0.9","5.50","112","148","105","146","287","304","272"
"5",605400,"Aaron Nola","5","100.0","0.500","0.250","0.500","0.750","0.528","0.337","0.346","2","4","76.9","-2.3","2272","93.6","94.83","0","5","0","1.2","6.94","103","137","96","142","269","297","266"
"5",593958,"Eduardo Rodriguez","5","100.0","0.000","0.000","0.000","0.000","0.000","0.104","0.119","0","4","73.3","-57.2","2188","89.7","89.23","0","5","0","-0.5","6.03","107","145","105","148","269","294","292"
"5",622694,"Elieser Hernandez","5","100.0","0.250","0.000","0.250","0.250","0.219","0.150","0.140","1","4","81.3","-19.9","2387","83.5","82.55","0","5","0","-0.9","5.78","99","134","102","136","281","289","256"
"5",663586,"Austin Riley","5","100.0","0.400","0.800","0.250","1.200","0.646","0.492","0.353","2","5","94.7","33.6","2532","87.6","87.09","0","5","0","-0.5","5.80","115","157","122","147","313","330","289"
"5",502188,"Jeff Samardzija","5","100.0","0.400","0.200","0.400","0.600","0.422","0.253","0.274","2","5","75.2","-5.1","2244","84.8","84.06","0","5","0","-0.7","5.64","113","146","101","149","287","305","270"
"5",518516,"Madison Bumgarner","5","100.0","0.500","0.000","0.500","0.500","0.438","0.459","0.436","2","4","88.2","-0.2","2250","90.2","90.25","0","5","0","0.0","6.02","96","145","115","146","301","334","298"
"5",450306,"Jason Vargas","5","100.0","0.250","0.000","0.250","0.250","0.219","0.226","0.253","1","4","73.8","-14.8","2040","89.8","90.03","0","5","0","0.2","6.26","101","146","104","145","251","289","278"
"5",622065,"Alex Young","5","100.0","0.200","0.000","0.200","0.200","0.175","0.040","0.050","1","5","70.1","-38.3","2171","92.6","93.13","0","5","0","0.5","6.45","127","152","115","150","272","295","292"
"5",572971,"Dallas Keuchel","5","100.0","0.500","0.000","0.500","0.500","0.438","0.369","0.399","2","4","73.2","-10.0","2151","92.2","91.98","0","5","0","-0.2","6.10","118","144","101","145","273","300","287"
"5",641712,"Dakota Hudson","5","100.0","0.000","0.000","0.000","0.000","0.000","0.257","0.248","0","4","82.0","5.2","2317","90.4","89.48","0","5","0","-0.9","5.71","116","149","104","147","291","306","275"
"5",606956,"Ryan Court","5","100.0","0.400","0.600","0.250","1.000","0.574","0.613","0.556","2","5","75.9","4.5","2395","86.4","86.00","0","5","0","-0.4","6.14","112","155","123","150","291","319","287"
"4",663567,"Peter Lambert","4","100.0","0.250","0.000","0.250","0.250","0.219","0.223","0.227","1","4","64.7","-12.7","2469","88.7","88.64","0","4","0","-0.1","5.83","106","144","105","148","309","329","286"
"4",502190,"Mike Leake","4","100.0","0.333","0.000","0.333","0.333","0.292","0.369","0.420","1","3","67.1","-6.8","2105","86.8","86.61","0","4","0","-0.2","6.03","101","145","105","144","296","315","287"
"4",592789,"Noah Syndergaard","4","100.0","0.500","0.000","0.500","0.500","0.438","0.420","0.389","2","4","90.3","13.5","2313","92.1","91.94","0","4","0","-0.2","6.00","122","151","123","153","285","320","293"
"4",592662,"Robbie Ray","4","100.0","0.000","0.000","0.000","0.000","0.000","0.110","0.053","0","3","56.3","-13.6","2290","89.2","89.34","0","4","0","0.1","6.27","98","140","85","145","277","303","290"
"4",453562,"Jake Arrieta","4","100.0","0.000","0.000","0.000","0.000","0.000","0.112","0.130","0","4","78.1","31.8","1951","89.0","88.80","0","4","0","-0.2","5.89","98","143","104","148","298","331","286"
"4",645261,"Sandy Alcantara","4","100.0","0.000","0.000","0.000","0.000","0.000","0.018","0.034","0","4","75.4","-32.8","2071","93.2","92.54","0","4","0","-0.7","5.69","117","154","114","145","306","315","281"
"4",641778,"Eric Lauer","4","100.0","0.000","0.000","0.000","0.000","0.000","0.145","0.181","0","3","71.4","-20.9","2237","95.6","95.57","0","4","0","0.0","6.32","99","144","106","145","282","301","276"
"4",429665,"Edwin Encarnacion","4","100.0","0.750","0.000","0.750","0.750","0.656","0.438","0.363","3","4","88.8","4.8","2231","82.3","81.38","0","4","0","-0.9","5.59","113","158","125","154","302","323","281"
"4",542921,"Tim Beckham","4","100.0","0.000","0.000","0.000","0.000","0.000","0.299","0.262","0","4","87.3","10.3","2167","87.2","88.32","0","4","0","1.1","6.12","102","155","110","148","291","313","283"
"4",543532,"Tim Melville","4","100.0","0.333","0.000","0.333","0.333","0.292","0.355","0.389","1","3","72.0","-11.6","2402","83.1","82.03","0","4","0","-1.1","5.47","112","152","111","151","292","301","267"
"4",663978,"Chris Paddack","4","100.0","0.667","0.000","0.667","0.667","0.583","0.362","0.368","2","3","83.6","-20.1","2339","89.0","88.71","0","4","0","-0.3","5.91","117","145","97","146","284","302","269"
"4",615698,"Cal Quantrill","4","100.0","0.667","0.000","0.667","0.667","0.583","0.400","0.444","2","3","67.4","-11.6","2602","81.2","80.41","0","4","0","-0.8","5.87","105","146","103","146","259","297","292"
"4",642180,"Tyler Wade","4","100.0","0.250","0.250","0.250","0.500","0.309","0.232","0.269","1","4","77.6","11.9","2036","85.5","84.90","0","4","0","-0.6","5.72","122","151","107","151","283","305","295"
"4",621111,"Walker Buehler","4","100.0","0.000","0.000","0.000","0.000","0.000","0.241","0.272","0","2","44.1","-37.2","2174","91.1","91.03","0","4","0","-0.1","6.13","87","125","85","141","281","303","277"
"4",543101,"Anthony DeSclafani","4","100.0","0.250","0.000","0.250","0.250","0.219","0.251","0.284","1","4","85.3","-7.2","2311","93.0","92.34","0","4","0","-0.7","5.89","119","150","105","146","291","308","268"
"4",623214,"Abiatal Avelino","4","100.0","0.500","0.000","0.500","0.500","0.438","0.271","0.306","2","4","83.8","-16.8","1965","87.3","87.93","0","4","0","0.6","6.47","113","153","102","151","297","321","287"
"4",621107,"Zach Eflin","4","100.0","0.750","0.250","0.750","1.000","0.746","0.384","0.402","3","4","73.0","10.3","2515","89.9","89.00","0","4","0","-0.9","5.92","110","147","100","147","286","302","276"
"3",656605,"Mitch Keller","3","100.0","0.000","0.000","0.000","0.000","0.000","0.108","0.129","0","3","90.0","-14.3","2276","93.6","93.89","0","3","0","0.3","6.25","123","152","113","150","286","298","257"
"3",543089,"Taylor Davis","3","100.0","0.000","0.000","0.000","0.000","0.000","0.041","0.033","0","3","87.0","17.9","1704","82.9","81.88","0","3","0","-1.0","5.39","117","153","124","149","298","329","302"
"3",425784,"Rene Rivera","3","100.0","0.000","0.000","0.000","0.000","0.000","0.117","0.147","0","3","86.2","24.9","2232","87.0","87.05","0","3","0","0.1","6.34","102","154","121","149","310","324","284"
"3",592314,"Mike Foltynewicz","3","100.0","0.000","0.000","0.000","0.000","0.000","0.237","0.256","0","2","68.9","13.1","2062","89.5","89.26","0","3","0","-0.2","6.15","96","140","102","146","292","301","268"
"3",592346,"Chi Chi Gonzalez","3","100.0","0.000","0.000","0.000","0.000","0.000","0.138","0.154","0","3","78.8","-19.6","2119","87.6","87.81","0","3","0","0.2","6.40","127","151","115","150","283","293","263"
"3",621219,"Alec Mills","3","100.0","0.333","0.000","0.333","0.333","0.292","0.233","0.265","1","3","82.8","-2.7","2068","94.0","93.48","0","3","0","-0.5","5.99","124","150","110","146","278","292","256"
"3",621439,"Byron Buxton","3","100.0","0.667","0.333","0.667","1.000","0.703","0.387","0.406","2","3","85.0","18.6","2455","86.2","85.03","0","3","0","-1.2","5.79","98","153","113","147","312","336","294"
"3",430935,"Cole Hamels","3","100.0","0.333","0.333","0.333","0.667","0.412","0.489","0.507","1","3","87.1","-1.3","2029","86.8","85.90","0","3","0","-0.9","5.63","108","151","116","150","279","306","294"
"3",608671,"Travis Jankowski","3","100.0","0.000","0.000","0.000","0.000","0.000","0.239","0.239","0","3","85.4","20.7","2240","87.3","86.68","0","3","0","-0.6","5.96","127","149","106","146","271","308","294"
"3",474463,"Brett Anderson","3","100.0","0.667","0.000","0.667","0.667","0.583","0.524","0.578","2","3","84.3","0.9","2324","88.5","88.56","0","3","0","0.1","6.08","122","154","108","153","250","303","300"
"3",621311,"David Dahl","3","100.0","0.333","0.000","0.333","0.333","0.292","0.314","0.319","1","3","92.8","12.9","2553","91.3","91.79","0","3","0","0.5","6.01","113","145","136","146","315","340","320"
"3",461829,"Gio Gonzalez","3","100.0","0.000","0.000","0.000","0.000","0.000","0.083","0.063","0","3","65.6","-6.0","2154","89.7","90.73","0","3","0","1.0","6.68","114","148","106","147","287","301","266"
"3",502624,"Chase Anderson","3","100.0","0.000","0.000","0.000","0.000","0.000","0.115","0.147","0","2","43.8","-31.7","1957","91.5","91.85","0","3","0","0.4","6.25","93","129","80","138","290","292","260"
"3",547179,"Michael Lorenzen","3","100.0","0.667","0.000","0.667","0.667","0.583","0.397","0.407","2","3","103.9","-12.4","2244","92.1","92.29","0","3","0","0.2","6.25","111","151","106","148","293","315","285"
"3",545333,"Trevor Bauer","3","100.0","0.333","0.000","0.333","0.333","0.292","0.340","0.362","1","3","90.2","-9.9","2204","86.9","86.45","0","3","0","-0.4","5.86","122","152","116","150","290","294","269"
"3",608379,"Michael Wacha","3","100.0","0.333","0.000","0.333","0.333","0.292","0.203","0.270","1","3","89.1","-3.0","2159","92.9","92.38","0","3","0","-0.5","5.99","120","153","120","148","298","313","278"
"3",641914,"Sheldon Neuse","3","100.0","0.000","0.000","0.000","0.000","0.000","0.273","0.265","0","3","79.8","11.0","2374","91.1","90.74","0","3","0","-0.4","6.03","112","154","120","152","304","320","276"
"3",453286,"Max Scherzer","3","100.0","0.500","0.000","0.500","0.500","0.435","0.264","0.274","1","2","55.9","-19.4","2129","91.3","92.40","0","3","0","1.1","6.78","96","132","81","140","292","304","272"
"3",667498,"Robert Dugger","3","100.0","0.000","0.000","0.000","0.000","0.000","0.250","0.236","0","3","87.6","29.9","2234","94.5","95.32","0","3","0","0.8","6.63","122","153","112","147","293","295","277"
