"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1105",527038,"Wilmer Flores","1105","100.0","0.317","0.170","0.332","0.487","0.362","0.329","0.287","84","265","87.4","16.4","2264","89.0","88.54","55","507","594","-0.5","5.97","108","152","116","147","304","323","292"
"2486",592178,"Kris Bryant","2486","100.0","0.282","0.239","0.331","0.521","0.384","0.347","0.246","153","543","87.4","19.3","2242","88.9","88.66","342","1204","1266","-0.2","6.02","108","152","118","145","302","326","298"
"2127",516782,"Starling Marte","2127","100.0","0.295","0.208","0.319","0.503","0.357","0.361","0.304","159","539","87.4","7.4","2253","88.8","88.51","284","1132","969","-0.3","6.01","105","150","107","145","305","322","293"
"1620",606132,"Raimel Tapia","1620","100.0","0.275","0.141","0.341","0.415","0.310","0.287","0.259","117","426","87.4","7.3","2259","89.1","88.95","255","949","667","-0.2","5.91","113","148","106","150","295","326","307"
"999",459964,"Matt Joyce","999","100.0","0.295","0.155","0.351","0.450","0.375","0.360","0.271","59","200","87.3","16.7","2233","88.7","88.40","109","428","571","-0.3","5.99","116","159","126","149","297","322","299"
"1045",500135,"Ronny Rodriguez","1045","100.0","0.221","0.217","0.254","0.438","0.287","0.290","0.228","61","276","87.3","14.7","2256","87.9","87.48","208","571","463","-0.4","5.97","105","151","110","146","298","323","290"
"977",621002,"Daniel Robertson","977","100.0","0.213","0.082","0.288","0.295","0.276","0.276","0.212","44","207","87.3","5.6","2275","88.5","87.90","102","442","525","-0.6","5.94","106","151","114","146","301","324","290"
"1979",571718,"Brian Goodwin","1979","100.0","0.262","0.208","0.337","0.470","0.336","0.307","0.239","108","413","87.3","17.6","2253","88.2","87.64","231","832","1141","-0.6","5.90","114","150","112","149","291","319","299"
"1400",600474,"Pedro Severino","1400","100.0","0.249","0.170","0.285","0.420","0.319","0.337","0.269","76","305","87.2","12.9","2247","88.0","87.51","153","613","778","-0.5","5.93","107","151","117","146","298","320","288"
"1129",457708,"Justin Upton","1129","100.0","0.215","0.201","0.261","0.416","0.310","0.312","0.215","47","219","87.2","18.5","2228","88.8","88.39","159","488","641","-0.4","5.96","106","151","120","145","303","323","296"
"2166",572761,"Matt Carpenter","2166","100.0","0.226","0.166","0.285","0.392","0.318","0.331","0.229","94","416","87.2","18.1","2210","88.8","88.56","225","871","1277","-0.2","6.04","118","164","119","153","302","326","304"
"962",592200,"Curt Casali","962","100.0","0.251","0.159","0.308","0.411","0.319","0.309","0.235","52","207","87.2","19.0","2265","87.8","87.44","92","415","546","-0.4","5.96","108","151","116","145","301","318","289"
"557",518586,"Charlie Culberson","557","100.0","0.259","0.178","0.345","0.437","0.309","0.282","0.238","35","135","87.2","12.1","2259","89.0","88.51","99","306","248","-0.5","5.89","108","149","112","145","305","321","287"
"2381",458731,"Brett Gardner","2381","100.0","0.251","0.253","0.265","0.503","0.349","0.301","0.242","123","491","87.2","13.6","2228","89.1","88.76","180","913","1456","-0.3","5.99","110","149","104","149","287","318","297"
"1049",543592,"Austin Nola","1049","100.0","0.269","0.185","0.325","0.454","0.340","0.296","0.235","64","238","87.1","16.0","2293","88.8","88.26","103","445","600","-0.5","5.91","106","151","119","147","297","317","286"
"635",471865,"Carlos Gonzalez","635","100.0","0.200","0.083","0.283","0.283","0.256","0.274","0.208","29","145","87.1","1.7","2228","89.1","88.73","114","321","312","-0.4","5.98","116","153","119","150","292","322","304"
"1180",572816,"Corey Dickerson","1180","100.0","0.304","0.262","0.344","0.565","0.371","0.317","0.265","79","260","87.1","16.4","2258","89.2","88.92","189","689","491","-0.3","6.04","117","149","114","150","289","319","300"
"1867",500743,"Miguel Rojas","1867","100.0","0.284","0.095","0.314","0.379","0.308","0.303","0.275","137","483","87.1","8.8","2250","89.0","88.79","145","877","982","-0.2","6.11","109","150","110","147","303","314","283"
"903",456781,"Donovan Solano","903","100.0","0.330","0.126","0.409","0.456","0.349","0.339","0.316","71","215","87.1","14.6","2246","88.7","88.28","87","458","443","-0.4","5.91","110","152","113","148","303","320","289"
"1375",669242,"Tommy Edman","1375","100.0","0.304","0.196","0.346","0.500","0.361","0.331","0.288","99","326","87.1","14.1","2244","88.8","88.51","123","655","710","-0.3","6.00","113","149","106","149","295","321","299"
"2771",593871,"Jorge Polanco","2771","100.0","0.295","0.190","0.328","0.485","0.356","0.344","0.279","186","631","87.0","17.9","2223","88.4","88.09","215","1235","1523","-0.3","6.01","111","148","107","149","295","321","294"
"1351",518960,"Jonathan Lucroy","1351","100.0","0.232","0.123","0.253","0.355","0.288","0.306","0.245","68","293","87.0","12.5","2234","88.8","88.41","77","530","816","-0.4","5.98","107","150","117","146","304","318","286"
"673",622110,"Matt Duffy","673","100.0","0.252","0.075","0.305","0.327","0.301","0.308","0.256","37","147","87.0","5.5","2263","88.8","88.25","50","265","406","-0.5","6.00","106","152","117","149","304","319","281"
"976",656514,"Adam Haseley","976","100.0","0.266","0.131","0.344","0.396","0.312","0.266","0.223","59","222","87.0","4.7","2274","88.9","88.62","140","485","484","-0.3","6.05","115","149","109","150","285","318","298"
"2579",657557,"Paul DeJong","2579","100.0","0.233","0.211","0.259","0.444","0.326","0.325","0.237","136","583","87.0","18.5","2268","88.7","88.48","305","1258","1308","-0.2","6.03","107","151","118","146","307","326","299"
"1010",445988,"Martin Prado","1010","100.0","0.233","0.061","0.268","0.294","0.245","0.275","0.258","57","245","87.0","8.3","2262","88.7","88.21","61","440","570","-0.5","6.01","110","151","116","146","304","316","284"
"622",657061,"Cole Tucker","622","100.0","0.211","0.150","0.276","0.361","0.267","0.285","0.247","31","147","87.0","6.6","2239","88.9","88.64","77","299","318","-0.3","6.02","109","149","107","149","293","319","296"
"940",605131,"Austin Barnes","940","100.0","0.203","0.137","0.248","0.340","0.275","0.258","0.193","43","212","86.9","16.0","2286","88.4","88.08","83","369","563","-0.3","5.96","108","150","113","146","300","318","291"
"1199",518618,"Derek Dietrich","1199","100.0","0.187","0.275","0.176","0.462","0.338","0.351","0.224","47","251","86.9","20.7","2289","88.6","88.31","180","587","586","-0.3","6.01","117","153","119","151","294","321","301"
"1633",621514,"Christin Stewart","1633","100.0","0.233","0.154","0.290","0.388","0.297","0.314","0.242","86","369","86.9","19.0","2206","88.1","87.62","227","797","829","-0.5","5.92","114","154","120","151","293","325","298"
"1081",474568,"Jordy Mercer","1081","100.0","0.270","0.168","0.316","0.438","0.318","0.319","0.268","69","256","86.9","13.2","2256","88.9","88.54","94","448","631","-0.4","6.01","108","152","118","147","299","319","284"
"673",602922,"Jose Rondon","673","100.0","0.196","0.084","0.245","0.280","0.243","0.264","0.218","28","143","86.9","7.6","2216","88.9","88.71","76","307","360","-0.2","6.12","105","150","111","145","297","320","285"
"595",605508,"Charlie Tilson","595","100.0","0.229","0.056","0.305","0.285","0.257","0.267","0.236","33","144","86.9","4.9","2253","88.6","88.48","72","290","299","-0.1","6.14","109","146","99","145","278","312","299"
"1783",592273,"Brandon Drury","1783","100.0","0.218","0.163","0.259","0.380","0.274","0.305","0.247","91","418","86.9","13.8","2261","88.2","87.80","233","844","937","-0.4","6.00","106","152","119","146","300","325","293"
"848",643396,"Isiah Kiner-Falefa","848","100.0","0.238","0.084","0.307","0.322","0.274","0.258","0.225","48","202","86.9","6.5","2271","88.4","87.99","68","364","479","-0.4","6.03","106","150","113","146","302","315","282"
"1486",650333,"Luis Arraez","1486","100.0","0.334","0.104","0.355","0.439","0.363","0.336","0.290","109","326","86.9","11.4","2246","89.2","89.02","49","624","858","-0.2","6.08","111","147","102","149","281","315","296"
"1013",608475,"Dawel Lugo","1013","100.0","0.245","0.136","0.288","0.381","0.275","0.290","0.264","67","273","86.9","7.7","2268","88.4","88.08","118","555","455","-0.3","5.98","108","151","118","148","300","320","285"
"775",572008,"Chris Owings","775","100.0","0.139","0.094","0.222","0.233","0.200","0.237","0.179","25","180","86.8","9.1","2260","88.3","87.86","119","346","421","-0.4","5.98","103","150","107","145","296","319","291"
"774",545121,"Ildemaro Vargas","774","100.0","0.269","0.144","0.279","0.413","0.304","0.278","0.255","54","201","86.8","3.0","2255","89.2","88.73","42","344","429","-0.5","5.93","109","149","105","148","292","320","300"
"568",621466,"DJ Stewart","568","100.0","0.238","0.143","0.268","0.381","0.302","0.297","0.227","30","126","86.8","12.1","2246","87.6","87.31","71","269","296","-0.3","6.02","114","159","122","147","292","324","302"
"894",622666,"Johan Camargo","894","100.0","0.233","0.151","0.258","0.384","0.282","0.282","0.249","54","232","86.7","10.8","2208","88.4","88.08","122","488","406","-0.3","5.96","113","151","112","150","299","323","297"
"455",608384,"Nick Williams","455","100.0","0.151","0.094","0.230","0.245","0.195","0.265","0.218","16","106","86.7","10.9","2222","88.8","88.43","69","241","212","-0.4","5.99","115","150","116","150","291","321","301"
"2061",595777,"Jurickson Profar","2061","100.0","0.218","0.192","0.218","0.410","0.305","0.323","0.251","100","459","86.7","14.2","2220","88.7","88.24","188","932","1121","-0.5","5.97","111","150","113","148","293","322","296"
"1669",650859,"Luis Rengifo","1669","100.0","0.238","0.126","0.300","0.364","0.301","0.303","0.236","85","357","86.7","9.1","2246","88.6","88.09","184","739","922","-0.5","5.93","109","147","108","147","291","316","295"
"1030",649966,"Luis Urias","1030","100.0","0.223","0.102","0.284","0.326","0.296","0.304","0.229","48","215","86.7","9.5","2294","88.8","88.47","103","433","585","-0.3","6.02","108","151","110","147","303","319","290"
"1981",543401,"Jason Kipnis","1981","100.0","0.245","0.166","0.265","0.410","0.305","0.316","0.261","112","458","86.7","13.1","2223","88.7","88.35","186","911","1062","-0.4","5.99","114","151","111","150","288","320","300"
"484",594011,"Rosell Herrera","484","100.0","0.200","0.114","0.250","0.314","0.266","0.261","0.213","21","105","86.7","11.2","2208","88.9","88.32","68","207","273","-0.6","5.96","110","148","104","148","293","313","294"
"1092",501571,"Juan Lagares","1092","100.0","0.213","0.112","0.279","0.326","0.260","0.244","0.208","55","258","86.6","9.4","2265","88.1","87.66","132","529","548","-0.4","6.01","105","150","106","147","302","320","289"
"1171",542932,"Jon Berti","1171","100.0","0.273","0.133","0.360","0.406","0.329","0.313","0.258","70","256","86.6","5.5","2269","89.1","88.76","120","487","678","-0.3","6.08","109","151","108","145","304","316","285"
"2664",594809,"Adam Eaton","2664","100.0","0.279","0.148","0.319","0.428","0.345","0.340","0.277","158","566","86.6","13.2","2236","89.4","89.15","204","1149","1461","-0.2","6.04","110","146","100","149","288","316","302"
"1735",664056,"Harrison Bader","1735","100.0","0.205","0.161","0.268","0.366","0.296","0.316","0.219","71","347","86.6","13.2","2277","87.9","87.54","191","714","1007","-0.4","5.99","105","150","107","145","306","324","297"
"2163",544725,"Leury Garcia","2163","100.0","0.279","0.099","0.353","0.378","0.297","0.274","0.247","161","577","86.6","4.8","2230","88.2","88.00","287","1164","981","-0.2","6.06","107","147","99","147","287","317","295"
"674",572365,"Ryan Goins","674","100.0","0.250","0.097","0.347","0.347","0.300","0.273","0.217","36","144","86.5","6.9","2173","89.4","89.32","75","268","401","-0.1","6.12","112","147","104","149","285","319","299"
"1738",640458,"Oscar Mercado","1738","100.0","0.269","0.174","0.300","0.443","0.324","0.308","0.262","118","438","86.5","13.4","2256","88.3","88.02","208","882","838","-0.3","5.97","105","149","107","144","294","318","289"
"1743",622534,"Manuel Margot","1743","100.0","0.234","0.153","0.272","0.387","0.299","0.279","0.234","93","398","86.5","13.3","2295","89.1","88.64","175","753","975","-0.5","6.00","105","151","105","147","305","321","290"
"2514",474832,"Brandon Belt","2514","100.0","0.234","0.169","0.275","0.403","0.322","0.346","0.245","123","526","86.4","21.9","2225","89.3","88.87","265","1157","1347","-0.4","5.93","117","167","122","152","297","326","305"
"476",621512,"Tomas Nido","476","100.0","0.191","0.125","0.232","0.316","0.230","0.237","0.199","26","136","86.4","6.2","2273","87.7","87.11","103","282","191","-0.6","5.87","109","152","116","147","304","321","290"
"640",465041,"Francisco Cervelli","640","100.0","0.213","0.135","0.278","0.348","0.288","0.284","0.207","30","141","86.4","11.9","2257","88.0","87.68","67","271","363","-0.3","6.00","108","151","115","147","301","320","291"
"1213",622682,"Victor Reyes","1213","100.0","0.304","0.127","0.384","0.431","0.328","0.300","0.283","84","276","86.4","8.0","2225","88.9","88.56","130","625","586","-0.3","6.01","111","149","106","149","289","320","296"
"2773",593160,"Whit Merrifield","2773","100.0","0.302","0.160","0.350","0.463","0.344","0.325","0.288","206","681","86.4","15.3","2252","88.6","88.30","273","1360","1395","-0.3","5.99","105","150","105","146","302","319","289"
"1877",605412,"Joe Panik","1877","100.0","0.244","0.091","0.262","0.336","0.286","0.304","0.251","107","438","86.3","12.3","2204","89.0","88.66","83","786","1080","-0.3","5.94","116","151","106","150","286","318","302"
"1821",502517,"Daniel Murphy","1821","100.0","0.279","0.174","0.307","0.452","0.331","0.290","0.250","122","438","86.3","14.8","2260","89.4","89.26","132","880","939","-0.1","5.93","117","157","125","151","299","330","308"
"1306",605612,"Harold Castro","1306","100.0","0.291","0.093","0.367","0.384","0.295","0.283","0.265","103","354","86.3","7.9","2206","88.9","88.65","170","702","599","-0.3","6.00","112","147","102","150","283","318","299"
"865",606988,"Grayson Greiner","865","100.0","0.202","0.106","0.276","0.308","0.244","0.246","0.197","42","208","86.3","11.8","2314","88.4","87.85","128","399","464","-0.6","5.91","108","152","120","148","299","323","287"
"944",608365,"Addison Russell","944","100.0","0.237","0.153","0.280","0.391","0.300","0.285","0.224","51","215","86.3","8.6","2277","88.6","88.34","139","458","481","-0.3","6.00","110","151","113","146","303","320","292"
"2302",624428,"Adam Frazier","2302","100.0","0.278","0.139","0.306","0.417","0.323","0.315","0.275","154","554","86.3","12.1","2250","88.5","88.26","173","1106","1185","-0.2","6.01","116","148","105","150","285","315","298"
"479",624431,"Jose Trevino","479","100.0","0.258","0.125","0.312","0.383","0.277","0.266","0.252","31","120","86.3","7.8","2281","88.8","88.34","53","233","246","-0.5","5.98","110","151","118","147","301","317","281"
"987",493596,"Gordon Beckham","987","100.0","0.215","0.157","0.282","0.372","0.278","0.285","0.227","48","223","86.2","14.1","2265","88.8","88.43","138","492","485","-0.4","5.97","109","152","115","147","297","320","284"
"1727",455139,"Robinson Chirinos","1727","100.0","0.238","0.205","0.306","0.443","0.340","0.316","0.216","87","366","86.2","16.5","2260","88.9","88.43","274","813","900","-0.5","6.00","106","151","117","145","293","325","290"
"1502",435522,"Neil Walker","1502","100.0","0.261","0.134","0.316","0.395","0.322","0.339","0.271","88","337","86.2","11.7","2203","89.2","88.86","185","698","802","-0.3","6.03","114","159","121","151","300","323","299"
"1413",571466,"Tucker Barnhart","1413","100.0","0.231","0.149","0.278","0.380","0.304","0.280","0.221","73","316","86.1","11.6","2245","88.1","87.79","155","654","752","-0.3","5.98","116","151","116","150","291","317","295"
"1249",643603,"Tyler White","1249","100.0","0.208","0.096","0.290","0.304","0.276","0.274","0.202","50","240","86.1","12.6","2255","88.6","88.17","122","517","732","-0.4","5.97","106","151","118","146","298","325","290"
"1994",514888,"Jose Altuve","1994","100.0","0.298","0.252","0.303","0.550","0.379","0.350","0.282","149","500","86.1","8.8","2256","88.4","87.87","194","934","1041","-0.5","5.97","105","151","107","144","295","324","290"
"966",621446,"Lewis Brinson","966","100.0","0.173","0.049","0.255","0.221","0.207","0.243","0.201","39","226","86.1","9.0","2278","88.6","88.15","167","508","451","-0.5","5.99","108","152","113","145","307","321","293"
"593",670712,"Michael Brosseau","593","100.0","0.273","0.189","0.345","0.462","0.333","0.271","0.215","36","132","86.0","14.1","2256","88.3","87.89","79","310","279","-0.4","6.03","104","152","118","147","305","328","290"
"2127",607680,"Kevin Pillar","2127","100.0","0.259","0.173","0.270","0.432","0.301","0.295","0.263","158","611","86.0","13.9","2270","88.6","88.20","222","1247","866","-0.4","5.91","106","151","110","146","301","324","294"
"1053",435559,"Kurt Suzuki","1053","100.0","0.264","0.221","0.248","0.486","0.341","0.338","0.278","74","280","86.0","18.9","2264","88.9","88.65","102","546","501","-0.2","6.04","107","150","116","145","301","321","297"
"1922",430945,"Adam Jones","1922","100.0","0.260","0.155","0.296","0.414","0.312","0.314","0.257","126","485","86.0","13.5","2322","88.6","88.08","280","1040","865","-0.5","5.94","108","152","114","147","307","328","295"
"1993",502210,"Josh Reddick","1993","100.0","0.275","0.134","0.288","0.409","0.311","0.313","0.277","138","501","86.0","15.6","2218","88.7","88.16","149","1016","970","-0.5","5.98","113","152","114","150","287","324","299"
"368",624512,"Reese McGuire","368","100.0","0.299","0.227","0.324","0.526","0.368","0.309","0.268","29","97","86.0","13.8","2274","89.0","88.35","42","193","174","-0.6","5.94","116","157","113","151","285","317","302"
"1038",641856,"Billy McKinney","1038","100.0","0.215","0.207","0.250","0.422","0.295","0.285","0.229","54","251","85.9","14.6","2241","89.1","88.66","126","479","554","-0.4","6.02","114","154","113","151","287","321","299"
"643",595284,"Andrew Knapp","643","100.0","0.213","0.110","0.325","0.324","0.284","0.292","0.211","29","136","85.9","13.2","2235","89.5","89.29","104","333","307","-0.2","6.11","114","151","120","147","291","319","298"
"982",641477,"Ryan Cordell","982","100.0","0.222","0.134","0.289","0.356","0.282","0.274","0.213","48","216","85.9","16.7","2226","88.1","87.77","150","474","498","-0.3","6.00","104","150","110","145","300","323","290"
"395",446359,"Zack Cozart","395","100.0","0.124","0.021","0.143","0.144","0.150","0.246","0.206","12","97","85.9","21.6","2272","88.0","87.31","31","169","224","-0.7","5.89","103","152","114","146","300","319","292"
"410",576397,"Jedd Gyorko","410","100.0","0.174","0.076","0.212","0.250","0.226","0.267","0.207","16","92","85.8","16.3","2276","88.2","87.88","53","195","215","-0.3","6.03","109","152","118","146","305","323","296"
"572",527049,"Cesar Puello","572","100.0","0.248","0.136","0.325","0.384","0.328","0.324","0.241","31","125","85.8","-3.9","2248","87.6","87.26","77","254","304","-0.3","6.03","108","152","114","146","306","322","291"
"502",571697,"Scooter Gennett","502","100.0","0.226","0.098","0.304","0.323","0.243","0.222","0.201","30","133","85.8","12.6","2206","88.3","88.09","74","292","204","-0.2","5.98","114","147","114","151","292","323","300"
"593",553902,"Willians Astudillo","593","100.0","0.268","0.111","0.258","0.379","0.291","0.320","0.288","51","190","85.8","15.7","2245","88.3","87.98","31","350","238","-0.3","6.09","108","151","118","146","298","315","284"
"1373",595978,"Austin Hedges","1373","100.0","0.176","0.135","0.228","0.311","0.245","0.266","0.198","55","312","85.8","20.4","2296","88.0","87.59","234","695","662","-0.4","5.99","107","151","116","146","304","324","297"
"2600",514917,"Cesar Hernandez","2600","100.0","0.279","0.129","0.313","0.408","0.318","0.303","0.273","171","612","85.7","9.3","2234","88.7","88.37","204","1183","1399","-0.3","6.05","110","148","104","149","288","317","294"
"1478",592859,"Stevie Wilkerson","1478","100.0","0.225","0.158","0.300","0.383","0.289","0.255","0.202","74","329","85.7","10.5","2216","88.6","88.23","186","672","791","-0.4","6.02","109","148","107","148","292","319","291"
"937",425772,"Jeff Mathis","937","100.0","0.158","0.066","0.243","0.224","0.192","0.196","0.166","36","228","85.7","16.8","2285","88.7","88.21","179","485","449","-0.5","5.94","108","151","114","147","298","317","286"
"2246",570560,"Yolmer Sanchez","2246","100.0","0.252","0.069","0.324","0.321","0.283","0.276","0.237","125","496","85.6","12.8","2199","89.0","88.78","247","1079","1145","-0.2","6.07","110","147","103","147","286","316","294"
"1224",608597,"Ronald Guzman","1224","100.0","0.219","0.195","0.282","0.414","0.309","0.326","0.238","56","256","85.6","14.9","2265","88.7","88.06","197","602","617","-0.6","5.90","116","153","124","150","293","324","305"
"870",501303,"Ehire Adrianza","870","100.0","0.272","0.144","0.311","0.416","0.329","0.323","0.264","55","202","85.5","13.6","2279","89.0","88.64","77","423","440","-0.4","6.02","109","148","107","149","290","317","293"
"918",628338,"Guillermo Heredia","918","100.0","0.225","0.137","0.293","0.363","0.294","0.298","0.248","46","204","85.5","12.5","2245","88.3","87.74","119","434","471","-0.6","5.96","103","150","108","146","297","320","284"
"650",608700,"Kevin Plawecki","650","100.0","0.222","0.120","0.256","0.342","0.276","0.286","0.222","35","158","85.5","15.7","2230","88.9","88.67","58","303","344","-0.2","6.02","106","150","118","145","295","319","289"
"1076",467827,"Gerardo Parra","1076","100.0","0.234","0.157","0.264","0.391","0.291","0.298","0.248","64","274","85.4","10.5","2241","88.6","88.30","122","533","533","-0.3","5.99","113","148","107","149","286","316","304"
"970",542979,"Keon Broxton","970","100.0","0.167","0.108","0.292","0.275","0.231","0.235","0.167","34","204","85.4","8.2","2286","88.4","87.94","195","436","526","-0.5","5.94","104","150","110","146","304","322","289"
"710",450314,"Ben Zobrist","710","100.0","0.260","0.053","0.299","0.313","0.305","0.306","0.252","39","150","85.4","5.0","2234","88.6","88.24","39","246","461","-0.4","6.02","113","155","113","150","291","319","301"
"1979",553882,"Omar Narvaez","1979","100.0","0.278","0.182","0.306","0.460","0.349","0.324","0.254","119","428","85.4","17.8","2248","89.0","88.51","216","944","1030","-0.5","5.94","116","156","121","151","286","315","299"
"615",607776,"Mac Williamson","615","100.0","0.156","0.102","0.200","0.258","0.232","0.262","0.202","20","128","85.3","8.5","2250","89.3","88.84","98","288","325","-0.5","5.93","107","150","120","147","304","320","292"
"541",543281,"Josh Harrison","541","100.0","0.175","0.088","0.207","0.263","0.210","0.286","0.240","24","137","85.3","19.5","2275","89.2","88.40","84","310","228","-0.8","5.86","104","150","108","146","298","320","282"
"969",656185,"Greg Allen","969","100.0","0.229","0.117","0.280","0.346","0.277","0.282","0.236","53","231","85.3","7.1","2215","89.1","88.82","116","472","479","-0.3","6.03","107","146","102","146","282","311","292"
"1317",546991,"Albert Almora Jr.","1317","100.0","0.236","0.145","0.255","0.381","0.274","0.280","0.254","80","339","85.2","8.2","2306","87.8","87.41","164","680","630","-0.4","5.96","107","150","109","146","300","321","291"
"1723",621035,"Chris Taylor","1723","100.0","0.262","0.199","0.344","0.462","0.335","0.301","0.238","96","366","85.2","12.9","2250","88.3","88.07","270","854","861","-0.2","6.00","107","151","112","146","303","321","296"
"529",570481,"Erik Gonzalez","529","100.0","0.254","0.063","0.333","0.317","0.264","0.246","0.230","36","142","85.2","2.3","2299","87.9","87.56","83","287","235","-0.3","6.00","105","149","109","145","304","314","286"
"2417",451594,"Dexter Fowler","2417","100.0","0.238","0.170","0.294","0.409","0.329","0.338","0.251","116","487","85.2","13.0","2229","88.5","88.27","280","1029","1372","-0.2","6.02","115","152","116","150","300","324","300"
"561",593523,"Marco Hernandez","561","100.0","0.250","0.088","0.337","0.338","0.269","0.242","0.231","37","148","85.1","4.4","2219","89.1","88.75","118","333","219","-0.3","6.05","108","147","104","149","277","318","303"
"1088",640447,"Phillip Ervin","1088","100.0","0.271","0.195","0.339","0.466","0.338","0.295","0.234","64","236","85.1","14.5","2239","88.0","87.64","147","520","564","-0.4","5.94","108","150","113","145","302","319","290"
"594",650619,"Meibrys Viloria","594","100.0","0.211","0.075","0.293","0.286","0.238","0.211","0.179","28","133","85.0","2.3","2219","88.2","88.07","76","265","328","-0.1","6.06","116","151","113","151","286","318","301"
"826",571657,"Kyle Farmer","826","100.0","0.230","0.180","0.284","0.410","0.292","0.282","0.227","42","183","85.0","17.8","2293","88.4","87.99","122","420","403","-0.4","5.93","107","149","115","144","300","319","290"
"515",621005,"Tim Lopes","515","100.0","0.270","0.090","0.354","0.360","0.320","0.290","0.229","30","111","85.0","8.7","2322","88.3","87.86","67","239","275","-0.4","5.94","106","152","116","147","297","314","278"
"1258",545350,"Jake Marisnick","1258","100.0","0.233","0.178","0.310","0.411","0.300","0.255","0.202","68","292","85.0","9.7","2229","88.6","88.12","192","658","588","-0.5","6.02","104","150","110","145","293","325","289"
"590",446481,"Sean Rodriguez","590","100.0","0.223","0.152","0.309","0.375","0.321","0.300","0.197","25","112","84.9","10.5","2263","88.9","88.44","88","257","329","-0.5","5.99","105","151","112","146","300","323","293"
"418",643289,"Mauricio Dubon","418","100.0","0.274","0.160","0.305","0.434","0.316","0.277","0.249","29","106","84.8","9.5","2311","88.5","88.08","49","237","180","-0.4","5.92","106","152","109","147","298","321","291"
"1546",547172,"Tony Wolters","1546","100.0","0.262","0.067","0.314","0.329","0.292","0.281","0.244","94","359","84.8","9.6","2274","88.5","88.27","137","686","848","-0.2","5.90","115","150","110","150","290","323","306"
"785",572073,"Joey Rickard","785","100.0","0.226","0.131","0.304","0.357","0.293","0.273","0.212","38","168","84.7","17.6","2242","88.4","87.97","86","366","415","-0.4","5.99","106","153","108","147","295","317","285"
"1023",547982,"Leonys Martin","1023","100.0","0.199","0.144","0.255","0.343","0.272","0.265","0.191","47","236","84.7","14.3","2228","88.5","88.06","182","544","463","-0.4","5.93","110","147","106","147","284","319","299"
"1586",594824,"Greg Garcia","1586","100.0","0.248","0.106","0.323","0.354","0.321","0.295","0.222","77","311","84.7","3.4","2260","89.5","89.04","85","536","1036","-0.5","5.97","113","149","104","150","288","317","302"
"1751",519299,"Eric Sogard","1751","100.0","0.290","0.167","0.316","0.457","0.346","0.307","0.270","115","396","84.7","18.3","2218","89.0","88.65","76","680","1064","-0.3","6.03","110","148","104","150","281","317","296"
"1364",606299,"Jose Peraza","1364","100.0","0.239","0.106","0.268","0.346","0.275","0.292","0.269","90","376","84.7","17.1","2279","88.8","88.62","123","736","620","-0.2","6.03","107","149","106","146","299","313","281"
"1882",621028,"Kevin Newman","1882","100.0","0.308","0.138","0.333","0.446","0.343","0.312","0.291","152","493","84.7","8.1","2272","88.4","88.22","132","953","916","-0.2","6.01","107","151","108","147","304","315","284"
"1132",621453,"Steven Duggar","1132","100.0","0.234","0.107","0.313","0.341","0.268","0.276","0.238","61","261","84.7","8.0","2227","88.4","87.91","142","527","596","-0.5","5.90","113","150","104","149","286","318","302"
"656",622168,"Yairo Munoz","656","100.0","0.267","0.087","0.328","0.355","0.283","0.245","0.218","46","172","84.7","6.6","2286","88.2","87.81","107","392","261","-0.4","5.99","109","150","114","146","306","322","293"
"402",572863,"Dustin Garneau","402","100.0","0.244","0.163","0.295","0.407","0.333","0.306","0.222","21","86","84.5","20.7","2305","88.8","88.32","38","187","211","-0.5","5.94","107","150","116","145","301","318","290"
"576",595956,"Cam Gallagher","576","100.0","0.238","0.127","0.281","0.365","0.297","0.262","0.213","30","126","84.4","11.1","2288","88.6","88.29","43","246","327","-0.3","5.96","110","152","118","148","299","318","290"
"1005",643393,"Tony Kemp","1005","100.0","0.212","0.167","0.227","0.380","0.288","0.262","0.207","52","245","84.3","13.0","2246","89.5","89.12","89","467","531","-0.4","6.03","109","146","103","148","279","314","297"
"1716",641487,"J.P. Crawford","1716","100.0","0.226","0.145","0.275","0.371","0.299","0.294","0.237","78","345","84.3","11.4","2244","88.6","88.18","156","736","971","-0.4","5.91","113","149","110","150","285","314","296"
"2242",605480,"Mallex Smith","2242","100.0","0.227","0.108","0.302","0.335","0.280","0.265","0.219","116","510","84.3","7.2","2255","88.6","88.07","303","1061","1141","-0.5","5.92","106","145","95","146","275","306","295"
"970",641553,"Adam Engel","970","100.0","0.242","0.141","0.343","0.383","0.299","0.275","0.225","55","227","84.1","10.0","2264","88.5","88.29","156","479","472","-0.2","6.05","101","148","104","144","297","320","287"
"1936",578428,"Jose Iglesias","1936","100.0","0.288","0.119","0.315","0.407","0.309","0.289","0.272","145","504","84.0","7.0","2273","88.6","88.32","164","1072","859","-0.3","6.01","107","149","107","146","298","313","281"
